店名,种类,环境评分,服务评分,口味评分
PROMETHEUS,咖啡厅,3.43,3.25,4.86
SHORT café 小的咖啡,咖啡厅,4.05,4.85,4.38
不快进唱片STREAMING RECORDS,咖啡厅,4.96,3.96,4.02
两半 ·Half Cafe&Bar,咖啡厅,4.53,4.85,4.78
一介 · 巷子里,咖啡厅,4.26,4.83,3.66
囧猫·猫咖,咖啡厅,4.85,4.32,4.8
FUSION COFFEE馥饮咖啡(九眼桥店),咖啡厅,4.96,4.04,4.16
Not Only Coffee·beer,咖啡厅,4.89,4.41,4.27
拾悦花园餐厅,咖啡厅,4.19,4.3,4.34
MQ柴犬柯基狗咖·柯尔鸭咖(宽窄巷子店),咖啡厅,4.52,4.54,4.24
% Arabica,咖啡厅,4.39,4.26,4.61
YOYO羊驼·香猪·龙猫咖啡厅,咖啡厅,4.47,4.58,3.96
KUROKII,咖啡厅,4.02,4.51,4.83
EN SPACE ·恩空间,咖啡厅,4.68,4.93,4.8
Aben coffee,咖啡厅,4.91,4.27,4.73
OMERTA CAFE?BAR,咖啡厅,4.82,4.86,3.88
MONDOLI,咖啡厅,4.32,4.32,4.56
一介,咖啡厅,3.92,3.97,4.83
INALL·live,咖啡厅,4.81,4.73,4.53
Pause Coffee(东门大桥店),咖啡厅,4.27,4.63,4.93
三只浣熊咖啡厅,咖啡厅,4.16,4.15,3.89
AKA CAFE,咖啡厅,4.73,4.54,4.82
溯咖啡,咖啡厅,4.76,4.35,4.58
弥咖啡,咖啡厅,3.27,3.03,3.39
常识咖啡PY COMMONSS(春熙路店),咖啡厅,4.19,4.29,4.43
unlock coffee,咖啡厅,4.72,4.7,4.78
西西弗书店&矢量咖啡(温江新光天地店),咖啡厅,4.85,4.25,4.39
UID CAFE＆BAR CO.,咖啡厅,4.49,4.39,4.91
Not sweet不甜,咖啡厅,4,3.64,3.96
灶咖KlTCHEN,咖啡厅,4.74,4.5,4.6
那么L'AMOUR复合式集合店,咖啡厅,3.94,3.93,4.84
UNICORN独角兽咖啡(橡树林店),咖啡厅,3.88,4.53,4.62
树下zakka,咖啡厅,4.38,3.99,4.29
柴嘞个柴?柴犬狗咖?布偶猫咖,咖啡厅,4.34,4.09,4.87
美克·美家下午茶,咖啡厅,4.11,4.66,4.48
Oasis Cafe Brewery,咖啡厅,4.91,4.61,4.56
Amos cafe,咖啡厅,4.04,4.62,4.45
子集,咖啡厅,4.27,4.46,4.13
INJOY印久咖啡,咖啡厅,4.84,3.69,3.68
LENBACH兰巴赫 西餐啤酒坊(万象城店),咖啡厅,4.4,4.98,4.4
SouthpawCoffee,咖啡厅,4.07,4.37,4.09
Shirley’s Cafe 幸一狗咖,咖啡厅,4.13,4.78,4.84
翠玲珑CUI,咖啡厅,4.16,4.42,4.54
幸福里,咖啡厅,4.47,4.14,4.95
漫雨(天府广场店),咖啡厅,4.31,4.54,4.05
TIC Coffee&Bar民国·情愫,咖啡厅,4.72,4.17,4.34
2M coffee(紫荆店),咖啡厅,3.9,4.7,3.9
万达瑞华·空中大堂酒廊,咖啡厅,4.51,4.98,4.54
羿庭·大堂吧,咖啡厅,3.89,4.54,3.91
瘾特咖啡int.coffee,咖啡厅,3.89,4.09,4.86
小鹿斋TheDeer,咖啡厅,4.61,4.28,4.34
良木缘ItalianFood&Bar,咖啡厅,4.63,4.13,4.79
CHAO PETS CAFE猫咖·鸭咖·萌宠咖,咖啡厅,3.97,4.97,4.78
虚度.民国记忆生活馆,咖啡厅,4.1,4.94,3.97
The Sense 醒食,咖啡厅,4.27,4.73,4.88
White Mustache白胡子(保利店),咖啡厅,4.31,4.61,4.89
Pause Coffee Express(太古里店),咖啡厅,4.72,4.47,4.95
猪事顺利猪咖鸭,咖啡厅,4.72,4.08,4.14
曼勒·老挝冰咖啡(省体育馆店),咖啡厅,4.22,4.03,4.09
SEWING MACHINE COFFEE,咖啡厅,4.7,4.93,4.05
PinkPiG猪咖,咖啡厅,4.64,4.14,4.09
犁半Lib colony coffee,咖啡厅,4.41,4.95,4.33
直觉·小奶猫咖·酒馆(海椒市店),咖啡厅,3.89,4.37,4.85
格林漫·咖啡酒馆GREEN MAAN COFFEE,咖啡厅,4.18,4.1,3.48
EXTRACT,咖啡厅,4.28,3.91,4.9
羊驼来了Young for you,咖啡厅,4.95,4.76,4.84
富力丽思卡尔顿酒店·大堂吧,咖啡厅,4.38,4.52,4.74
Ginko银子,咖啡厅,4.8,4.38,4.11
咕噜猫咖啡馆,咖啡厅,4.28,3.93,4.58
JUST CHILL CAFE(瓦当瓦舍春熙路店),咖啡厅,3.89,4.43,4.46
CATONIC 饮品·甜点,咖啡厅,4.31,4.22,4.74
販闔商店,咖啡厅,4.48,4.42,4.19
秋叶原·日式矮脚猫咖·兔咖(IFS店),咖啡厅,4.43,4.91,4.01
宽窄有度美学空间,咖啡厅,4.56,4.27,4.52
Hey！we go冲鸭俱乐部,咖啡厅,4.12,4.35,4.49
怪兽爪?羊驼·柯尔鸭咖·猫咖·狗咖,咖啡厅,4.71,4.48,3.91
CookieCat曲奇加菲猫咖啡店,咖啡厅,4.47,4.78,4.21
Tipsy coffee,咖啡厅,4.58,4.06,4.8
漫猫咖啡音乐清吧,咖啡厅,3.93,4.91,4.46
MOJOC CAFE,咖啡厅,4.95,4.96,4.63
农夫和兔 cafe,咖啡厅,4.88,4.65,4.98
拾野·KUMO KUMO,咖啡厅,4.58,4.64,3.92
BLOOMY CAFE,咖啡厅,4.33,4.65,4.23
塞纳左岸咖啡西餐厅(龙泉店),咖啡厅,4.64,3.22,3.5
院子里,咖啡厅,4.21,4.4,4.07
secretcoffee,咖啡厅,4.48,4.75,4.05
脐·chee咖啡,咖啡厅,3.94,4.37,3.88
如本咖啡URBAN PICNIC CAFE,咖啡厅,4.53,4.7,4.64
Anime 哈士奇狗咖·柯基·柴犬(IFS店),咖啡厅,4.36,4.56,4.43
INVISI Coffee Shop,咖啡厅,4.39,4.28,4.08
厘途·LittleTravel(宽窄店),咖啡厅,4.68,4.75,4.33
常识咖啡PY COMMONSS(市二医院店),咖啡厅,4.5,4.73,4.19
常识咖啡PY COMMONSS(丰德国际店),咖啡厅,3.88,4.64,4.99
思巢咖啡·酒吧(空港店),咖啡厅,4.05,3.52,3.3
非客FIKACAFE,咖啡厅,4.84,4.74,4.3
隔壁家?全日式矮脚猫咖?鸭店(IFS店),咖啡厅,4.52,4.37,4.35
INVISI(锦江2店),咖啡厅,4.25,4.04,4.75
猫哆哩·撸猫休闲馆,咖啡厅,3.94,4.78,4.38
麓山安珀酒店·麓咖啡西餐厅,咖啡厅,4.41,4.57,4.5
NokNok Coffee(太古里店),咖啡厅,3.79,3.31,3.67
Gu貓Coffee,咖啡厅,4.91,4.31,4.01
南一咖啡Nicoffee,咖啡厅,4.06,4,4.65
Balto哈士奇狗咖,咖啡厅,4.41,4.41,4.38
之一咖啡(水街店),咖啡厅,4.97,4.48,4.89
Pause Space(猛追湾店),咖啡厅,4.37,4.89,4.14
AirBus Coffee,咖啡厅,4.68,4.07,4.72
PLUS IN 加饮(太古里店),咖啡厅,4.75,3.95,4.12
ASPETTA Coffee&Bar,咖啡厅,4.11,4.19,4.23
搭桥人illuminate with,咖啡厅,4.93,4.39,4.27
多客精品咖啡学院,咖啡厅,4.71,4.06,4.95
FIELDS LIVE 十域(软件园店),咖啡厅,4.11,4.17,4.53
ThePlace高空咖啡馆(太古里店),咖啡厅,4.36,4.16,4.13
Coffee Store咖啡便利屋,咖啡厅,4.94,4.21,4.07
凢家·咖啡(西林巷店),咖啡厅,4.23,4.09,4.81
LA CRESCENTA 拉咖雷森(江滩公园店),咖啡厅,4.78,4.55,4.09
BLUE SKY THINKER 造味者,咖啡厅,4.05,4.13,4.09
Spice Magic香料法印度菜(天府三街店),咖啡厅,4.54,4.37,4.14
RAINDROPS COFFEE,咖啡厅,3.88,4.51,3.47
Tender 咖啡酒吧,咖啡厅,4.22,4.74,4.26
挝咖 老挝咖啡,咖啡厅,2.94,3.43,3.7
wow ！coffee(桐梓林店),咖啡厅,4.98,3.92,4.22
AGAIN ROASTER,咖啡厅,4.5,4.21,4.57
每醒MachineCafe(东郊记忆店),咖啡厅,3.92,4.25,3.94
莉莉斯美式西餐厅,咖啡厅,4.16,4.92,4.17
荔秋oooolls&litch,咖啡厅,3.9,4.59,4.18
云端小馆HifansHouse,咖啡厅,3.97,4.86,4.26
览虫书吧·素食四合院,咖啡厅,4.65,4.09,3.91
弥远咖啡(桂溪店),咖啡厅,4.17,3.92,4.27
梅子甜了·Plum,咖啡厅,4.93,4.5,4.58
無早cafe·咖啡,咖啡厅,4.33,3.88,4.9
浮生设计师咖啡(贝森店),咖啡厅,4.9,4.59,4.19
拾谷(天府三街店),咖啡厅,4.43,4.63,4.65
esc.coffee,咖啡厅,4.17,4.99,4.03
一隅咖啡,咖啡厅,4.75,4.69,4.87
Good Sauce Cafe(滨江路店),咖啡厅,4.16,4.73,3.93
MEO Cafe 猫咖馆,咖啡厅,4.08,4.03,4.28
墨閑山房,咖啡厅,4.85,4.62,4.94
Nikki studio&cafe,咖啡厅,4.74,4.08,4.64
喵薄荷 猫咖,咖啡厅,4.65,4.11,4.56
Café Palette调色盘咖啡,咖啡厅,4.94,4.45,4.4
有叁cafe,咖啡厅,4.35,4.6,4.05
饮善咖啡,咖啡厅,4.27,3.94,4.14
赤诚事务所,咖啡厅,4.57,4.43,4.87
弥香咖啡馆,咖啡厅,4.43,4.08,4.02
漫舞时光·猫咖·羊驼咖(IFS店),咖啡厅,4.67,4.87,3.94
esp.1917,咖啡厅,3.91,4.07,4.29
Beanup Coffee Roasters,咖啡厅,4.95,4.27,4.18
良木缘咖啡西餐(卓锦曼购物中心店),咖啡厅,4.8,4.9,4.61
比卡咖啡,咖啡厅,3.06,3.58,3.42
Sunrise大安正街店,咖啡厅,4.9,4.71,4.82
青蒿有素,咖啡厅,4.79,3.9,4.09
CK柴犬柯基狗咖·猪咖(春熙路IFS店),咖啡厅,4.77,4.96,4.68
ThePlace(猛追湾店),咖啡厅,4.14,3.36,2.97
HOO！coffee(太古里店),咖啡厅,4.74,4.22,4.95
绘咖啡(蚂蚁C空间店),咖啡厅,4.86,4.63,4.25
Manner Coffee(IFS一楼店),咖啡厅,4.73,4.05,3.88
Manner Coffee(仁恒置地店),咖啡厅,3.96,4.82,4.56
LineFriendsCafe&Store(成都远洋太古里店),咖啡厅,4.91,4.71,4.19
23 TWENTY THREE EATERY,咖啡厅,4.43,4.01,4.31
Sunset,咖啡厅,4.35,4.24,4.79
小顿咖啡 Dot Cafe,咖啡厅,3.92,4.39,4.44
猫友咖啡店(建设路店),咖啡厅,4.79,4.16,4.28
Ease Coffee逸刻,咖啡厅,4.83,4.33,4.53
UID CAFE(成都远洋太古里店),咖啡厅,4.05,4.94,4.92
Nooner西餐厅(太古里店),咖啡厅,4.39,4.33,4.76
Drink A Friday,咖啡厅,4.87,4.72,4.4
旺柴 SHIBA INU CAFE,咖啡厅,4.04,4.78,4.25
LINKS,咖啡厅,4.73,4.15,4.03
NokNok Coffee(宽窄巷子店),咖啡厅,4.63,4.65,4.83
while cafe 轻食咖啡,咖啡厅,4.62,4.63,4.03
CAFE G1(天府三街店),咖啡厅,4.87,4.76,4.03
猫茸茸咖啡馆,咖啡厅,4.91,3.94,3.98
短笛 PiccoloCoffee,咖啡厅,4.17,4.96,4.72
野鸽子咖啡馆,咖啡厅,4.08,4.64,3.94
innisfree GREEN CAFE(远洋太古里店),咖啡厅,4.86,4.84,3.99
Let’s Grind,咖啡厅,4.67,4.43,4.46
White Mustache白胡子(玉林店),咖啡厅,3.45,4.91,4.28
HoneyPuppy狗咖(建设路店),咖啡厅,4.75,4.97,4.12
末里咖啡(宽窄店),咖啡厅,4.42,4.69,3.95
YI·COFFEE 壱咖啡(峨影店),咖啡厅,4.42,4.64,4.79
GROK COFFEE构客咖啡,咖啡厅,4.97,4.8,3.89
绘咖啡(水璟唐店),咖啡厅,4.2,4.85,4.96
迦入空间CHARU,咖啡厅,4.85,4.5,4.05
Gather coffee,咖啡厅,3.57,4.1,3.7
Have a Book Night Café 书香入梦咖啡,咖啡厅,4.59,4.35,4.89
RAND BY THE SENSE(宏济中路店),咖啡厅,4.82,4.3,4.37
漫咖啡(红唐店),咖啡厅,4.79,4.53,3.96
首座万豪酒店大堂吧,咖啡厅,4.41,4.79,4.47
Chair cafe&bar,咖啡厅,3.05,3.44,3.61
遇见·羊驼咖啡馆,咖啡厅,4.63,4.64,3.95
EnjoyLaundryCafe自助洗衣咖啡馆,咖啡厅,4.12,4.5,4.66
wood&coffee(福年广场店),咖啡厅,4.56,4.82,4.47
whisper coffee,咖啡厅,4.18,4.43,3.94
大象园 ELEPHANT GROUNDS,咖啡厅,4.18,4.66,3.51
星巴克(成都远洋太古里店),咖啡厅,4.4,4.48,3.93
藏绿GarSei,咖啡厅,3.95,4.24,4.33
九间·甜品花艺NINEN'S GARDEN,咖啡厅,4.31,4.14,4.78
即刻唤醒咖啡,咖啡厅,4.64,4.03,4.09
Manner Coffee(IFS六楼店),咖啡厅,4.53,4.22,4.62
三重 TRIPLE COFFEE,咖啡厅,4.18,4.75,3.99
wow coffee(宽窄巷子店),咖啡厅,4.54,4.59,4.81
新加坡妈妈烤包 Roti Mum,咖啡厅,4.09,4.54,4.17
几何·不慌咖啡(猛追湾店),咖啡厅,4.6,4.33,3.96
为你钟情咖啡馆,咖啡厅,4.95,4.49,4.28
澄素自家烘焙咖啡馆OranvegCafe,咖啡厅,4.63,4.43,4.79
GREYBOX COFFEE(in99店),咖啡厅,4.62,4.36,4.98
LEI LAB 高空咖啡,咖啡厅,4.36,4.64,4.01
GREYBOX COFFEE(IFS店),咖啡厅,4.49,4.99,4.65
Old Sister变装店（春熙店）(春熙路店),咖啡厅,4.91,4.51,4.13
飲水村咖啡馆,咖啡厅,4.99,4.34,4.71
DOPAMINA+多巴胺+,咖啡厅,4.19,4.47,4.51
旧匠咖啡馆,咖啡厅,4.36,4.96,3.93
Ma moitié café,咖啡厅,4.15,4.68,4
heywego法斗柯基狗咖,咖啡厅,4.38,4.44,4.3
卡萨马可casamosaico(桐梓林店),咖啡厅,4.02,4.33,4.03
莫催咖啡,咖啡厅,4.91,4.88,4.47
老榻榻咖啡屋,咖啡厅,4.13,4.48,4.97
花屿甜·法式甜品鲜花美学店,咖啡厅,4.58,4.55,3.97
可以KONI coffee&fashion咖啡,咖啡厅,3.95,4.69,4.57
Lets Grind,咖啡厅,4.48,4.96,4.84
猫树里·猫咖(太古里IFS店),咖啡厅,4.84,4.75,4.49
U+COFFEE(桐梓林店),咖啡厅,4.24,3.92,4.94
WAFFLEMAN 福满咖啡,咖啡厅,3.92,4.64,4
BAN BAR,咖啡厅,4.02,4.95,4.28
一来集合咖啡馆,咖啡厅,4.29,4.75,3.93
白野·white wild cafe,咖啡厅,4.9,4.94,4.15
弥远咖啡MIYUAN(岷山店),咖啡厅,4,4.84,4.32
喜树,咖啡厅,3.57,3.46,3.24
MEDISN COFFEE,咖啡厅,3.98,4.71,4.46
ORIGINS,咖啡厅,3.89,4.28,4.26
漫咖啡(大悦城店),咖啡厅,4.88,4.12,3.93
石鹿咖啡,咖啡厅,4.51,4.72,4.02
猫瘾·猫咖·鸭咖,咖啡厅,3.91,4.69,4.77
ELK cafe,咖啡厅,4.66,4.17,3.46
玩咖Crazy coffee,咖啡厅,3.98,3.97,4.87
noopus-coffee自家焙煎店,咖啡厅,4.48,4.53,3.96
NEW SCHOOL WORK SHOP,咖啡厅,4.43,4.85,4.48
猫友咖啡店(玉林西路店),咖啡厅,4.42,4.37,4.41
Jas&VinylMagic Coffee,咖啡厅,4.55,4.07,3.88
CUBE LOUNGE大堂酒廊(棕榈泉费尔蒙酒店),咖啡厅,4.79,4.63,4.44
良木缘咖啡西餐(王府店),咖啡厅,4.62,4.9,4.8
绘咖啡(U37店),咖啡厅,4.75,4.84,4.67
良木缘咖啡西餐(新城市广场店),咖啡厅,4.35,4.24,4.75
囍猫咖啡,咖啡厅,4.2,4.87,4.31
Exit Coffee,咖啡厅,4.34,4.77,3.94
本丁宠物生态咖啡(泛悦店),咖啡厅,4.52,4.89,4.39
Suddenly一尔,咖啡厅,4.01,3.95,4.83
实星球咖啡馆,咖啡厅,4.91,4.09,4.23
星巴克(双流机场4店),咖啡厅,4.92,4.2,4.18
SENSORY,咖啡厅,4.53,4.6,4.13
此刻即礼物  present coffee(孵化园店),咖啡厅,4.48,4.34,4.1
福言自助茶水间,咖啡厅,4.41,4.92,4.85
良木缘咖啡西餐(交大店),咖啡厅,4.33,4.39,4.43
樱花咖啡,咖啡厅,3.96,4.99,4.53
云也咖啡 Yun Coffee,咖啡厅,4.37,4.18,4.01
黑壶咖啡(新南门店),咖啡厅,4.12,4.79,4.33
CAFE G1(兴隆湖店),咖啡厅,4.26,4.3,4.02
叁食·泰匠小馆(优客奥莱店),咖啡厅,4.54,4.69,4.58
良木缘咖啡西餐(建设店),咖啡厅,4,4.91,4.42
星巴克(机场T2店),咖啡厅,4.01,3.88,4.93
良木缘(红唐店),咖啡厅,4.74,3.97,4.52
橘子的空中花园咖啡厅,咖啡厅,4.81,4.45,4.54
良木缘咖啡西餐(川大店),咖啡厅,4.88,4.28,4.28
ECOFFEE小怡咖啡,咖啡厅,4.63,4.56,4.44
星巴克(宽窄巷子店),咖啡厅,4.02,4.17,4.35
清欢 cafe,咖啡厅,4.18,4.39,4.47
猫腻猫咖(青羊万达店),咖啡厅,4.43,4.75,4.94
良木缘咖啡西餐(康河店),咖啡厅,4.59,4.45,3.92
荷里,咖啡厅,4.3,3.89,4.93
theNext,咖啡厅,4.43,4.38,4.98
偲咖skr,咖啡厅,4.49,3.71,4.3
PLUS IN 加饮(东门大桥店),咖啡厅,4.44,4.16,4.82
乐蜜尔餐吧(艺术城店),咖啡厅,4.49,4.25,4.12
良木缘咖啡西餐(优品道广场店),咖啡厅,4.67,3.88,4.77
Black Beans Coffee(桐梓林壹号店),咖啡厅,4.24,4.3,4.68
猪圈咖啡,咖啡厅,4.49,4.81,4.33
壹丁咖啡(西村店),咖啡厅,4.39,4.56,4.63
some one·柯尔鸭咖·猫咖·羊驼咖·桌游吧,咖啡厅,3.41,3.26,4.42
良木缘咖啡西餐(魅力店),咖啡厅,4.55,4.22,4.26
良木缘咖啡西餐(铂金城店),咖啡厅,4.95,4.49,3.88
MAAN COFFEE漫咖啡(西金店),咖啡厅,4.32,4.64,3.89
漫咖啡(优品道店),咖啡厅,4.37,4.28,4.94
麦隆咖啡(来福士店),咖啡厅,3.94,4.31,4.46
The Budapest Cafe布达佩斯咖啡馆,咖啡厅,4.42,4.63,3.68
域上和美众创咖啡馆,咖啡厅,4.64,4.37,4.56
壹丁咖啡(宽窄巷子店),咖啡厅,4.94,4.35,4.67
hey we go 柴犬狗咖,咖啡厅,4.14,4.02,4.37
星巴克臻选(成都万象城店),咖啡厅,3.93,4.21,4.77
遇见猫咖啡酒吧(交子大道店),咖啡厅,4.62,4.39,3.92
呆梨轻食(太古里店),咖啡厅,4.17,3.9,4.02
U+COFFEE(九眼桥店),咖啡厅,4.46,4.6,4.41
Hey we go柯基狗咖,咖啡厅,4.77,4.94,4.75
WhitePaper Coffee白纸咖啡(梵木店),咖啡厅,4.37,4.95,4.24
Ease·一肆咖啡屋,咖啡厅,4.66,4.44,4.21
GREYBOX COFFEE(万象城店),咖啡厅,4.41,4.08,4.47
Amass coffee设计主题咖啡,咖啡厅,4.38,4.3,4.08
有刺客刺猬猫咖(九眼桥店),咖啡厅,4.26,4.54,4.93
星巴克(鸿云悦街店),咖啡厅,4.55,3.87,4.09
星巴克(大悦城店),咖啡厅,4.09,4.14,4.03
GeeCoffee法斗狗咖,咖啡厅,4.41,4.72,4.97
寅识coffee&tea,咖啡厅,4.49,4.56,4.33
纽SPACE,咖啡厅,4.96,4.16,4.57
良木缘咖啡西餐(蜀通街帝景店),咖啡厅,4.15,4.45,4.2
弥远咖啡(青城豪生店),咖啡厅,4.01,4.35,4.62
星巴克臻选(国际金融广场1店),咖啡厅,3.94,4.9,4.67
SISSI FLORA西西地花艺,咖啡厅,4.18,4.85,4.61
尘土咖啡馆(滨江路店),咖啡厅,4.73,4.89,3.9
果徕咖啡庄园,咖啡厅,4.95,4.94,4.76
Pissenlit cafè蒲公英,咖啡厅,4.76,4.24,4.84
星巴克(天府水街店),咖啡厅,4.71,4.37,4.04
几合咖啡,咖啡厅,4.31,4.44,4.79
Ease Cafe意思咖啡,咖啡厅,4.83,4.46,4.09
ONEnAll COFFEE 一加全咖啡(大世界商业广场店),咖啡厅,4.33,4.02,4.07
良木缘咖啡西餐(中华园店),咖啡厅,4.35,4.3,4.86
PLUS IN 加饮(天府二街店),咖啡厅,4.04,4.26,4.14
邮葭,咖啡厅,4.12,4.25,4.36
星巴克臻选(天府广场店),咖啡厅,4.29,4.18,4.54
良木缘咖啡西餐(双楠店),咖啡厅,4.54,4.23,4.1
良木缘咖啡西餐(弘邦店),咖啡厅,4.55,4.98,4.08
ATTA COFFEE艾塔咖啡(峰汇中心店),咖啡厅,4.33,4.66,4.64
MAOOU·喵物猫咪咖啡厅,咖啡厅,3.95,3.87,4.07
南柯下.柯基哈士基主题狗咖,咖啡厅,4.44,4.8,4.12
良木缘咖啡西餐(桐梓林店),咖啡厅,3.93,4.1,4.57
良木缘咖啡·简餐(府青店),咖啡厅,4.49,4.03,4.95
苦行咖啡(宽窄店),咖啡厅,4.55,4.37,4.9
星巴克臻选(成都远洋太古里店),咖啡厅,4.62,4.44,3.89
星巴克(西村大院商场店),咖啡厅,4.37,4.97,3.95
忆咖啡,咖啡厅,4.07,4.69,4.68
寻麓君咖啡(麓客岛店),咖啡厅,3.28,3.49,4.38
星巴克臻选(来福士1店),咖啡厅,4.68,4.87,4.54
良木缘咖啡西餐(华阳店),咖啡厅,4.15,4.94,4.38
小有咖啡,咖啡厅,3.91,4.47,4.92
摄调咖啡(金沙店),咖啡厅,4.61,4.8,4.24
猫遇,咖啡厅,4.94,4.93,4.34
马尾咖啡(大源国际店),咖啡厅,4.57,4.97,4.35
星巴克臻选(麓山国际店),咖啡厅,4.24,4.88,4.17
ELLECafé(成都远洋太古里店),咖啡厅,4.33,3.46,3.92
333Cafe(美领馆店),咖啡厅,3.85,4.14,3.71
蝶语咖啡书屋,咖啡厅,4.02,3.94,3.94
星巴克(莱蒙都会店),咖啡厅,4.96,4.42,4.85
Neverland·无屿咖啡,咖啡厅,4.95,4.59,4.15
COSTA COFFEE(成都来福士店),咖啡厅,4.92,3.88,4.7
杯子里的猫,咖啡厅,4.34,4.78,4.51
橘子舆小柒,咖啡厅,4.2,4.6,4.06
星巴克(银泰城店),咖啡厅,3.95,4.64,3.91
NYMPH CAFE·JEWELRY,咖啡厅,3.63,3.54,4.87
星巴克(成都t1机场店),咖啡厅,4.42,4.09,4.31
infinite cafe,咖啡厅,4.67,3.95,4.87
肆味咖啡,咖啡厅,4.88,4.13,4.13
Mii Coffee,咖啡厅,4.64,4.48,4.86
星巴克(成都东站店),咖啡厅,3.29,4.45,3.57
L酒铺·茶廊,咖啡厅,3.99,4.96,4.94
星巴克臻选(悠方购物中心店),咖啡厅,4.22,3.89,4.37
MILK DAY 当歌咖啡,咖啡厅,4.66,4.15,4.24
星巴克(锦里店),咖啡厅,4.88,4.6,4.06
日记咖啡馆(镋钯街店),咖啡厅,4.4,4.04,4.8
星巴克(科学城店),咖啡厅,4.5,3.96,3.95
星巴克臻选(仁和春天光华店),咖啡厅,4.68,4.02,4.08
星巴克臻选(上海花园店),咖啡厅,4.4,4.35,3.95
Sippingroom,咖啡厅,4.17,4.85,4.57
luckin coffee瑞幸咖啡(群光广场店),咖啡厅,4.73,4.11,4.39
橘下咖啡馆,咖啡厅,4.58,4.6,4.52
星巴克(锦华万达广场店),咖啡厅,4,4.15,3.91
橘子树咖啡,咖啡厅,4.64,4,4.03
小女孩咖啡馆,咖啡厅,4.47,4.98,4.43
良木缘咖啡西餐(紫荆店),咖啡厅,4.42,4.61,4.72
星巴克(金牛万达店),咖啡厅,4.36,4.2,4.51
鲸鱼咖啡,咖啡厅,3.88,4.09,4.59
COSTA COFFEE(成都大悦城店),咖啡厅,4.41,4.72,4.48
熊猫时光,咖啡厅,4.39,4.51,4.42
漫猫咖啡MAANCAT COFFEE(华熙528艺术村店),咖啡厅,4.9,4.89,4.25
8+coffee(毕昇路旗舰店),咖啡厅,4.12,3.04,3.13
太平洋咖啡(万象城店),咖啡厅,4.33,4.59,4.59
汉唐一梦·汉服猫咖(换装体验),咖啡厅,4.98,4.04,3.73
星巴克(t2航站楼4店),咖啡厅,4.39,4.28,4.17
CH8冇独空间(东郊记忆店),咖啡厅,3.58,3.02,3.92
愈咖啡Healing Cafe,咖啡厅,4.21,4.32,4.79
星巴克臻选(环球乐天1店),咖啡厅,4.26,4.48,4.99
漫咖啡(城南优品店),咖啡厅,4.82,4.28,4.63
旺福·鲭咖啡,咖啡厅,4.71,4.59,4.58
wood&coffee(银泰城店),咖啡厅,4.86,3.9,4.53
星巴克(财富又一城店),咖啡厅,4.1,4.47,4.19
星巴克(华宇广场店),咖啡厅,4.93,4.3,3.92
星巴克(海洋中心店),咖啡厅,4.56,4.61,4.77
蓝花楹咖啡.音乐餐吧,咖啡厅,4.43,4.63,3.93
光和日子(珠江广场店),咖啡厅,4.3,4.78,4.59
Treeyancoffee樹妍·咖啡厅(红牌楼广场店),咖啡厅,4.84,2.9,3.23
乐蜜尔花园餐吧(中海店),咖啡厅,4.54,4.19,4.52
谜町咖啡MEETING CAFE,咖啡厅,4.48,3.31,3.9
STARKING星国王咖啡,咖啡厅,4.12,4.92,4.64
WANNA COFFEE,咖啡厅,4.16,4.74,4
协信中心希尔顿酒店大堂吧,咖啡厅,4.16,4.61,4.12
Dripping,咖啡厅,3.56,3.33,3.4
寻麓君咖啡(云朵馆店),咖啡厅,3.09,3.2,3.92
星巴克(双流机场3店),咖啡厅,3.57,4.41,3.08
琥珀,咖啡厅,3.91,3.45,4.71
六月里?咖啡?茶?私房菜?沙龙,咖啡厅,4.94,4.23,4.08
星巴克臻选(奥克斯广场店),咖啡厅,4.97,4.26,4.85
长城优品生活馆(中海店),咖啡厅,4.9,4.91,3.92
星巴克(世豪广场店),咖啡厅,4.69,4.93,4.12
星巴克(中铁鹭岛艺术城店),咖啡厅,4.1,4.25,4.28
云顶小院,咖啡厅,3.77,4.09,4.17
星巴克(丰德国际广场店),咖啡厅,4.35,4.69,4.93
星巴克(世代锦江店),咖啡厅,4.17,4.34,4.45
星巴克(金牛凯德分店),咖啡厅,4.83,4.77,4.8
M KAFE墨咖啡(都江堰店),咖啡厅,4.39,4.84,4.76
星巴克(凯德天府店),咖啡厅,4.53,4.07,4.58
胖猫实验室.猫咖啡(二十四城五期店),咖啡厅,4.58,4.58,4.9
星巴克(富力天汇店),咖啡厅,4.02,4.33,4.65
星巴克(华熙LIVE店),咖啡厅,4.61,3.98,3.95
HOPER COFFEE,咖啡厅,4.05,3.01,3.84
大沏黑龍(悠方店),咖啡厅,3.99,4.98,4.24
三里时光,咖啡厅,3.71,4.62,3.14
Coffee Time·咖啡时分,咖啡厅,3.75,4.99,4.37
奈良日式&羊驼咖·桌游吧,咖啡厅,4.22,4.39,4.85
很猫TAME A CAT,咖啡厅,4.07,4.24,4.54
星巴克(中山群光店),咖啡厅,4.9,4.38,4.06
星巴克(珠江国际店),咖啡厅,3.95,4.74,4.42
约茶茶社(建设路店),咖啡厅,4.23,4.78,4.48
安之咖啡馆,咖啡厅,4.34,4.72,4.8
Chill Mo Cafe 茨沐咖啡馆,咖啡厅,4.38,4,4.17
森屿暖树咖啡店,咖啡厅,2.91,3.39,3.97
